example_id,v3_tokens,v4_tokens,v3_judge_passed,v4_judge_passed,v3_human_passed,v4_human_passed
q03897,65,227,1,1,,
q03898,171,242,0,1,0,1
q03899,98,194,1,1,,
q03900,208,229,1,1,0,1
q03901,82,132,0,1,,
q03902,173,203,0,1,,
q03903,146,185,1,1,,
q03904,112,174,1,1,1,1
q03905,70,172,0,1,,
q03906,168,186,1,1,,
q03907,134,140,1,1,,
q03908,59,132,0,0,,
q03909,102,242,0,1,,
q03910,82,152,0,1,0,1
q03911,97,261,1,1,,
q03912,138,295,0,1,,
q03913,108,190,1,1,,
q03914,54,337,0,1,,
q03915,103,275,1,1,,
q03916,118,207,0,1,0,0
q03917,73,79,1,1,,
q03918,85,111,1,1,,
q03919,87,307,1,1,,
q03920,96,428,1,1,,
q03921,180,151,1,0,1,0
q03922,39,204,1,1,,
q03923,160,193,1,0,,
q03924,142,293,1,1,0,1
q03925,113,265,1,1,0,0
q03926,88,257,1,1,,
q03927,67,245,0,1,1,0
q03928,133,215,0,1,,
q03929,114,345,1,1,,
q03930,138,495,1,1,1,0
q03931,30,86,1,1,,
q03932,91,234,0,0,,
q03933,108,147,0,1,,
q03934,68,307,1,1,1,0
q03935,44,134,0,0,,
q03936,179,168,1,1,,
q03937,74,263,0,1,,
q03938,212,114,1,1,,
q03939,101,182,0,1,,
q03940,103,180,1,1,,
q03941,148,128,1,1,1,1
q03942,119,165,1,1,,
q03943,163,129,0,1,1,1
q03944,114,113,1,1,,
q03945,153,133,0,0,,
q03946,89,402,0,1,1,1
q03947,94,201,1,1,,
q03948,140,287,1,1,,
q03949,120,245,0,1,,
q03950,140,450,0,1,0,1
q03951,97,129,1,1,1,1
q03952,172,311,1,1,,
q03953,89,248,1,1,,
q03954,110,382,0,1,0,1
q03955,135,133,1,0,1,0
q03956,89,361,0,1,,
q03957,141,288,1,1,1,1
q03958,103,341,0,1,,
q03959,136,175,1,1,,
q03960,62,176,0,1,,
q03961,102,144,1,1,,
q03962,95,110,0,1,,
q03963,120,143,1,1,,
q03964,52,156,0,1,,
q03965,143,161,1,1,,
q03966,113,213,0,1,,
q03967,174,135,0,1,0,1
q03968,148,243,0,0,0,0
q03969,37,258,1,1,1,1
q03970,42,150,0,0,,
q03971,132,136,1,1,,
q03972,143,163,1,1,,
q03973,36,135,1,1,,
q03974,121,215,1,1,,
q03975,119,198,0,1,,
q03976,100,228,0,1,0,1
q03977,185,246,1,0,,
q03978,64,409,1,1,,
q03979,149,218,0,0,,
q03980,118,208,1,0,,
q03981,106,318,1,1,,
q03982,47,557,1,1,,
q03983,105,606,1,1,,
q03984,87,122,0,1,,
q03985,69,200,1,1,,
q03986,240,280,1,0,,
q03987,115,144,1,0,,
q03988,131,197,1,1,,
q03989,95,241,0,1,,
q03990,162,342,1,1,,
q03991,97,218,1,1,,
q03992,129,453,1,1,,
q03993,71,277,1,1,1,0
q03994,53,152,0,0,0,0
q03995,109,232,0,1,,
q03996,174,215,0,1,,
q03997,97,154,1,1,,
q03998,193,170,1,1,,
q03999,126,187,1,1,,
